stdc6262p;cgl;0;0;-1394276.6015363534;11.75
stdc6262p;cgl;1;60;-1394082.7581645292;16.72
stdc6262p;cgl;2;92;-1393961.6068039103;20.16
stdc6262p;cgl;3;118;-1393864.7261707212;23.62
stdc6262p;cgl;4;130;-1393812.7868942798;27.27
stdc6262p;cgl;5;138;-1393794.2895206993;30.87
stdc6262p;cgl;6;146;-1393771.5576627946;34.43
stdc6262p;cgl;7;153;-1393749.8400254520;37.97
stdc6262p;cgl;8;158;-1393732.5483587855;40.94
stdc6262p;cgl;9;161;-1393724.8688067899;43.89
stdc6262p;cgl;10;164;-1393724.8688067899;46.83
stdc6262p;cgl;11;167;-1393722.3688067896;49.76
stdc6262p;cgl;12;169;-1393722.3688067896;52.78
stdc6262p;cgl;13;171;-1393722.3688067896;55.96
stdc6262p;cgl;14;173;-1393720.6733587855;59.15
stdc6262p;cgl;15;173;-1393720.6733587855;62.14
