stdc6262p;cgl;0;0;-1394276.6015363534;12.20
stdc6262p;cgl;1;71;-1394033.5082736551;19.18
stdc6262p;cgl;2;114;-1393877.8344512656;25.16
stdc6262p;cgl;3;143;-1393816.6679370077;31.21
stdc6262p;cgl;4;159;-1393737.0038051412;37.32
stdc6262p;cgl;5;170;-1393687.1281173106;43.42
stdc6262p;cgl;6;179;-1393645.6881291666;49.77
stdc6262p;cgl;7;186;-1393644.4381291664;55.84
stdc6262p;cgl;8;192;-1393641.1047958329;61.90
stdc6262p;cgl;9;198;-1393639.3976663835;67.99
stdc6262p;cgl;10;203;-1393638.1187553070;74.07
stdc6262p;cgl;11;208;-1393630.9758981641;80.37
stdc6262p;cgl;12;211;-1393630.9758981641;86.67
stdc6262p;cgl;13;214;-1393628.4513842156;92.58
stdc6262p;cgl;14;217;-1393628.3363694283;98.44
stdc6262p;cgl;15;218;-1393628.3363694283;104.27
stdc6262p;cgl;16;220;-1393628.3363694283;110.19
stdc6262p;cgl;17;221;-1393628.3240605583;116.40
stdc6262p;cgl;18;222;-1393620.0763369966;122.99
stdc6262p;cgl;19;223;-1393620.0763369966;128.85
stdc6262p;cgl;20;224;-1393620.0763369966;134.61
stdc6262p;cgl;21;224;-1393620.0763369966;139.98
