neos-956971;cgl;0;0;-237.8044444443;140.69
neos-956971;cgl;1;100;-237.8044444444;154.79
neos-956971;cgl;2;197;-237.8044444444;171.29
neos-956971;cgl;3;298;-237.8044444444;188.82
neos-956971;cgl;4;397;-237.8044444444;207.23
neos-956971;cgl;5;499;-237.8044444444;223.31
neos-956971;cgl;6;595;-237.8044444444;241.25
neos-956971;cgl;7;690;-237.8044444444;258.72
neos-956971;cgl;8;787;-237.8044444444;276.21
neos-956971;cgl;9;888;-237.8044444444;293.83
neos-956971;cgl;10;979;-237.8044444444;311.12
neos-956971;cgl;11;1083;-237.8044444444;329.63
neos-956971;cgl;12;1175;-237.8044444444;347.09
neos-956971;cgl;13;1271;-237.8044444444;363.62
neos-956971;cgl;14;1370;-237.8044444444;380.43
neos-956971;cgl;15;1472;-237.8044444444;398.23
neos-956971;cgl;16;1572;-237.8044444444;417.88
neos-956971;cgl;17;1667;-237.8044444444;435.62
neos-956971;cgl;18;1773;-237.8044444444;453.76
neos-956971;cgl;19;1877;-237.8044444444;472.07
neos-956971;cgl;20;1982;-237.8044444444;490.40
neos-956971;cgl;21;2077;-237.8044444444;508.56
neos-956971;cgl;22;2197;-237.8044444444;526.99
neos-956971;cgl;23;2290;-237.8044444444;544.96
neos-956971;cgl;24;2393;-237.8044444444;562.91
neos-956971;cgl;25;2504;-237.8044444444;581.12
neos-956971;cgl;26;2614;-237.8044444444;599.66
neos-956971;cgl;27;2717;-237.8044444444;617.93
neos-956971;cgl;28;2822;-237.8044444444;636.32
neos-956971;cgl;29;2921;-237.8044444444;652.55
neos-956971;cgl;30;3027;-237.8044444444;670.26
neos-956971;cgl;31;3129;-237.8044444444;687.47
neos-956971;cgl;32;3230;-237.8044444444;705.36
neos-956971;cgl;33;3328;-237.8044444444;722.32
neos-956971;cgl;34;3437;-237.8044444444;740.30
neos-956971;cgl;35;3533;-237.8044444444;757.97
neos-956971;cgl;36;3631;-237.8044444444;775.73
neos-956971;cgl;37;3732;-237.8044444444;794.19
neos-956971;cgl;38;3840;-237.8044444444;813.55
neos-956971;cgl;39;3942;-237.8044444444;831.92
neos-956971;cgl;40;4056;-237.8044444444;849.89
neos-956971;cgl;41;4168;-237.8044444444;867.22
neos-956971;cgl;42;4276;-237.8044444444;885.66
neos-956971;cgl;43;4376;-237.8044444444;903.70
neos-956971;cgl;44;4481;-237.8044444444;922.23
neos-956971;cgl;45;4590;-237.8044444445;939.28
neos-956971;cgl;46;4693;-237.8044444444;957.90
neos-956971;cgl;47;4800;-237.8044444444;976.20
neos-956971;cgl;48;4907;-237.8044444444;994.51
neos-956971;cgl;49;5009;-237.8044444444;1013.42
neos-956971;cgl;50;5113;-237.8044444444;1031.46
neos-956971;cgl;51;5113;-237.8044444444;1031.46
