nrperfan;cgl;0;0;159.3012566138;0.65
nrperfan;cgl;1;14;159.3012566138;0.69
nrperfan;cgl;2;28;159.3012566138;0.72
nrperfan;cgl;3;42;159.3012566138;0.76
nrperfan;cgl;4;56;159.3012566138;0.80
nrperfan;cgl;5;70;159.3012566138;0.84
nrperfan;cgl;6;83;159.3012566138;0.88
nrperfan;cgl;7;96;159.3012566138;0.93
nrperfan;cgl;8;109;159.3012566138;0.98
nrperfan;cgl;9;122;159.3012566138;1.03
nrperfan;cgl;10;135;159.3012566138;1.08
nrperfan;cgl;11;148;159.3012566138;1.14
nrperfan;cgl;12;161;159.3012566138;1.20
nrperfan;cgl;13;174;159.3012566138;1.26
nrperfan;cgl;14;187;159.3012566138;1.32
nrperfan;cgl;15;200;159.3012566138;1.39
nrperfan;cgl;16;213;159.3012566138;1.45
nrperfan;cgl;17;226;159.3012566138;1.52
nrperfan;cgl;18;239;159.3012566138;1.59
nrperfan;cgl;19;252;159.3012566138;1.67
nrperfan;cgl;20;265;159.3012566138;1.74
nrperfan;cgl;21;278;159.3012566138;1.82
nrperfan;cgl;22;291;159.3012566138;1.90
nrperfan;cgl;23;304;159.3012566138;1.98
nrperfan;cgl;24;317;159.3012566138;2.07
nrperfan;cgl;25;330;159.3012566138;2.16
nrperfan;cgl;26;343;159.3012566138;2.25
nrperfan;cgl;27;356;159.3012566138;2.34
nrperfan;cgl;28;369;159.3012566138;2.43
nrperfan;cgl;29;382;159.3012566138;2.53
nrperfan;cgl;30;395;159.3012566138;2.63
nrperfan;cgl;31;408;159.3012566138;2.73
nrperfan;cgl;32;421;159.3012566138;2.83
nrperfan;cgl;33;434;159.3012566138;2.94
nrperfan;cgl;34;447;159.3012566138;3.04
nrperfan;cgl;35;460;159.3012566138;3.15
nrperfan;cgl;36;473;159.3012566138;3.27
nrperfan;cgl;37;486;159.3012566138;3.38
nrperfan;cgl;38;499;159.3012566138;3.50
nrperfan;cgl;39;512;159.3012566138;3.62
nrperfan;cgl;40;525;159.3012566138;3.74
nrperfan;cgl;41;538;159.3012566138;3.86
nrperfan;cgl;42;551;159.3012566138;3.99
nrperfan;cgl;43;564;159.3012566138;4.11
nrperfan;cgl;44;577;159.3012566138;4.24
nrperfan;cgl;45;590;159.3012566138;4.38
nrperfan;cgl;46;603;159.3012566138;4.51
nrperfan;cgl;47;616;159.3012566138;4.65
nrperfan;cgl;48;629;159.3012566138;4.79
nrperfan;cgl;49;642;159.3012566138;4.93
nrperfan;cgl;50;655;159.3012566138;5.07
nrperfan;cgl;51;655;159.3012566138;5.07
