nsrand-ipx;cgl;0;0;48880.0000000000;1.09;0;0
nsrand-ipx;cgl;1;378;49225.4596491228;38.99;0;0
nsrand-ipx;cgl;2;586;49309.0000000000;103.89;0;0
nsrand-ipx;cgl;3;729;49381.8774603174;186.53;0;0
nsrand-ipx;cgl;4;817;49417.9702380953;278.18;0;0
nsrand-ipx;cgl;5;879;49438.8834472967;381.08;0;0
nsrand-ipx;cgl;6;923;49449.4146126203;486.13;0;0
nsrand-ipx;cgl;7;980;49456.8133985529;590.00;0;0
nsrand-ipx;cgl;8;1011;49460.7603169863;702.40;0;0
nsrand-ipx;cgl;9;1042;49465.7237274225;817.31;0;0
nsrand-ipx;cgl;10;1064;49466.4898193446;928.09;0;0
nsrand-ipx;cgl;11;1072;49466.5997281557;1041.14;0;0
nsrand-ipx;cgl;12;1075;49466.5997281557;1152.34;0;0
nsrand-ipx;cgl;13;1080;49466.6766234599;1266.82;0;0
nsrand-ipx;cgl;14;1085;49466.6904968158;1373.43;0;0
nsrand-ipx;cgl;15;1091;49466.6919378399;1489.69;0;0
nsrand-ipx;cgl;16;1094;49466.6919378399;1597.04;0;0
nsrand-ipx;cgl;17;1097;49466.6919378399;1703.93;0;0
nsrand-ipx;cgl;18;1097;49466.6919378399;1821.13;0,0
