23588;cgl;0;0;7649.8661338225;0.11;0;0
23588;cgl;1;78;7649.8661338225;1.74;0;0
23588;cgl;2;161;7649.8661338225;4.56;0;0
23588;cgl;3;260;7649.8661338225;9.47;0;0
23588;cgl;4;370;7649.8661338225;18.65;0;0
23588;cgl;5;483;7649.8661338225;32.01;0;0
23588;cgl;6;607;7649.8661338225;50.95;0;0
23588;cgl;7;748;7649.8661338225;75.42;0;0
23588;cgl;8;895;7649.8661338225;107.10;0;0
23588;cgl;9;1055;7649.8661338225;145.98;0;0
23588;cgl;10;1220;7649.8661338225;195.63;0;0
23588;cgl;11;1407;7649.8661338225;252.69;0;0
23588;cgl;12;1602;7649.8661338225;322.79;0;0
23588;cgl;13;1809;7649.8661338225;404.51;0;0
23588;cgl;14;2053;7649.8661338225;495.46;0;0
23588;cgl;15;2298;7649.8661338225;600.72;0;0
23588;cgl;16;2578;7649.8661338225;722.11;0;0
23588;cgl;17;2904;7649.8661338225;855.91;0;0
23588;cgl;18;3241;7649.8661338225;1007.94;0;0
23588;cgl;19;3643;7649.8661338225;1176.85;0;0
23588;cgl;20;4090;7649.8661338225;1357.99;0;0
23588;cgl;21;4584;7649.8661338225;1551.60;0;0
23588;cgl;22;5154;7649.8661338225;1767.73;0;0
23588;cgl;23;5748;7649.8661338225;2005.19;0;0
23588;cgl;24;6418;7649.8661338225;2264.22;0;0
23588;cgl;25;7176;7649.8661338225;2551.07;0;0
23588;cgl;26;8016;7649.8661338225;2850.03;0;0
23588;cgl;27;8985;7649.8661338225;3175.34;0;0
23588;cgl;28;10003;7649.8661338225;3525.61;0;0
23588;cgl;29;11132;7649.8661338225;3902.28;0;0
23588;cgl;30;12420;7649.8661338225;4311.33;0;0
23588;cgl;31;13775;7649.8661338225;4754.24;0;0
23588;cgl;32;15287;7649.8661338225;5198.08;0;0
23588;cgl;33;16940;7649.8661338225;5692.35;0;0
23588;cgl;34;18748;7649.8661338225;6227.82;0;0
23588;cgl;35;20732;7649.8661338225;6785.12;0;0
23588;cgl;36;22865;7649.8661338225;7375.82;0;0
23588;cgl;37;25186;7649.8661338225;7997.86;0;0
23588;cgl;38;27802;7649.8661338225;8656.90;0;0
23588;cgl;39;30743;7649.8661338225;9372.54;0;0
23588;cgl;40;33896;7649.8661338225;10101.47;0;0
