dcmulti;cgl;0;0;183975.5396931753;0.04;0;0
dcmulti;cgl;1;49;183975.5396931753;0.25;0;21
dcmulti;cgl;2;98;183975.5396931753;0.35;0;27
dcmulti;cgl;3;147;183975.5396931753;0.47;0;33
dcmulti;cgl;4;196;183975.5396931753;0.64;0;39
dcmulti;cgl;5;245;183975.5396931753;0.85;0;45
dcmulti;cgl;6;294;183975.5396931753;1.10;0;51
dcmulti;cgl;7;343;183975.5396931753;1.38;0;57
dcmulti;cgl;8;392;183975.5396931753;1.71;0;63
dcmulti;cgl;9;441;183975.5396931753;2.08;0;69
dcmulti;cgl;10;490;183975.5396931753;2.49;0;75
dcmulti;cgl;11;539;183975.5396931753;2.94;0;81
dcmulti;cgl;12;588;183975.5396931753;3.43;0;87
dcmulti;cgl;13;637;183975.5396931753;3.95;0;93
dcmulti;cgl;14;686;183975.5396931753;4.52;0;99
dcmulti;cgl;15;735;183975.5396931753;5.13;0;105
dcmulti;cgl;16;784;183975.5396931753;5.78;0;111
dcmulti;cgl;17;833;183975.5396931753;6.48;0;117
dcmulti;cgl;18;882;183975.5396931753;7.21;0;123
dcmulti;cgl;19;931;183975.5396931753;7.98;0;129
dcmulti;cgl;20;980;183975.5396931753;8.79;0;135
dcmulti;cgl;21;1029;183975.5396931753;9.65;0;141
dcmulti;cgl;22;1078;183975.5396931753;10.54;0;147
dcmulti;cgl;23;1127;183975.5396931753;11.47;0;153
dcmulti;cgl;24;1176;183975.5396931753;12.44;0;159
dcmulti;cgl;25;1225;183975.5396931753;13.46;0;165
dcmulti;cgl;26;1274;183975.5396931753;14.51;0;171
dcmulti;cgl;27;1323;183975.5396931753;15.60;0;177
dcmulti;cgl;28;1372;183975.5396931753;16.74;0;183
dcmulti;cgl;29;1421;183975.5396931753;17.91;0;189
dcmulti;cgl;30;1470;183975.5396931753;19.13;0;195
dcmulti;cgl;31;1519;183975.5396931753;20.38;0;201
dcmulti;cgl;32;1568;183975.5396931753;21.69;0;207
dcmulti;cgl;33;1617;183975.5396931753;23.02;0;213
dcmulti;cgl;34;1666;183975.5396931753;24.40;0;219
dcmulti;cgl;35;1715;183975.5396931753;25.82;0;225
dcmulti;cgl;36;1764;183975.5396931753;27.27;0;231
dcmulti;cgl;37;1813;183975.5396931753;28.77;0;237
dcmulti;cgl;38;1862;183975.5396931753;30.31;0;243
dcmulti;cgl;39;1911;183975.5396931753;31.88;0;249
dcmulti;cgl;40;1960;183975.5396931753;33.50;0;255
dcmulti;cgl;41;2009;183975.5396931753;35.16;0;261
dcmulti;cgl;42;2058;183975.5396931753;36.86;0;267
dcmulti;cgl;43;2107;183975.5396931753;38.60;0;273
dcmulti;cgl;44;2156;183975.5396931753;40.37;0;279
dcmulti;cgl;45;2205;183975.5396931753;42.19;0;285
dcmulti;cgl;46;2254;183975.5396931753;44.05;0;291
dcmulti;cgl;47;2303;183975.5396931753;45.94;0;297
dcmulti;cgl;48;2352;183975.5396931753;47.87;0;303
dcmulti;cgl;49;2401;183975.5396931753;49.84;0;309
dcmulti;cgl;50;2450;183975.5396931753;51.85;0;315
dcmulti;cgl;51;2450;183975.5396931753;51.85;0,315
