ns1856153;cgl;0;0;0.0000000000;1.16
ns1856153;cgl;1;726;0.0000000000;6.88
ns1856153;cgl;2;1339;0.0000000000;15.95
ns1856153;cgl;3;1488;0.0000000000;31.69
ns1856153;cgl;4;2025;0.0000000000;52.87
ns1856153;cgl;5;2377;0.0000000000;75.50
ns1856153;cgl;6;2694;0.0000000000;102.77
ns1856153;cgl;7;3089;0.0000000000;131.69
ns1856153;cgl;8;3396;0.0000000000;156.99
ns1856153;cgl;9;3742;0.0000000000;189.89
ns1856153;cgl;10;4011;0.0000000000;221.86
ns1856153;cgl;11;4219;0.0000000000;253.44
ns1856153;cgl;12;4392;0.0000000000;280.85
ns1856153;cgl;13;4544;0.0000000000;313.77
ns1856153;cgl;14;4790;0.0000000000;346.29
ns1856153;cgl;15;4982;0.0000000000;375.61
ns1856153;cgl;16;5125;0.0000000000;405.20
ns1856153;cgl;17;5217;0.0000000000;427.48
ns1856153;cgl;18;5263;0.0000000000;451.12
ns1856153;cgl;19;5314;0.0000000000;466.77
ns1856153;cgl;20;5335;0.0000000000;478.62
ns1856153;cgl;21;5380;0.0000000000;483.02
ns1856153;cgl;22;5384;0.0000000000;487.49
ns1856153;cgl;23;5387;0.0000000000;492.62
ns1856153;cgl;24;5390;0.0000000000;494.09
ns1856153;cgl;25;5390;0.0000000000;495.38
