bl15_t;cgl;0;0;32220.0000000000;7.81
bl15_t;cgl;1;71;33698.2035934313;10.54
bl15_t;cgl;2;139;33832.4553946782;12.87
bl15_t;cgl;3;208;33949.8755249149;16.28
bl15_t;cgl;4;280;34009.4104396073;20.10
bl15_t;cgl;5;347;34051.2588327900;22.80
bl15_t;cgl;6;404;34079.0383030463;25.78
bl15_t;cgl;7;469;34110.8153391651;29.13
bl15_t;cgl;8;534;34140.2646754521;33.22
bl15_t;cgl;9;590;34154.6144097470;37.05
bl15_t;cgl;10;639;34165.6085607944;40.28
bl15_t;cgl;11;698;34177.0892847580;43.78
bl15_t;cgl;12;752;34186.5630281332;46.76
bl15_t;cgl;13;813;34192.3122287856;50.09
bl15_t;cgl;14;871;34198.7275611236;52.46
bl15_t;cgl;15;933;34204.1965136451;55.85
bl15_t;cgl;16;1003;34205.8195195025;58.50
bl15_t;cgl;17;1036;34206.9273665924;60.33
bl15_t;cgl;18;1052;34207.7752246439;62.29
bl15_t;cgl;19;1105;34208.5950120137;64.84
bl15_t;cgl;20;1134;34210.1798865923;67.77
bl15_t;cgl;21;1155;34210.5067728765;69.35
bl15_t;cgl;22;1187;34210.9184882506;71.58
bl15_t;cgl;23;1210;34211.1320818151;73.69
bl15_t;cgl;24;1238;34211.3847021557;75.76
bl15_t;cgl;25;1249;34211.5481262099;77.45
bl15_t;cgl;26;1267;34211.7584200800;79.62
bl15_t;cgl;27;1282;34212.0371821584;81.94
bl15_t;cgl;28;1289;34212.1450096431;84.01
bl15_t;cgl;29;1298;34212.2127687250;86.02
bl15_t;cgl;30;1324;34212.5204798898;88.96
bl15_t;cgl;31;1329;34212.7961595271;90.84
bl15_t;cgl;32;1331;34212.7961595274;91.34
bl15_t;cgl;33;1333;34212.7961595274;91.84
bl15_t;cgl;34;1335;34212.7961595274;92.33
bl15_t;cgl;35;1337;34212.7961595274;92.83
bl15_t;cgl;36;1339;34212.7961595274;93.29
bl15_t;cgl;37;1341;34212.7961595274;93.74
bl15_t;cgl;38;1343;34212.7961595274;94.23
bl15_t;cgl;39;1345;34212.7961595274;94.73
bl15_t;cgl;40;1347;34212.7961595274;95.22
bl15_t;cgl;41;1349;34212.7961595274;95.72
bl15_t;cgl;42;1351;34212.7961595274;96.18
bl15_t;cgl;43;1353;34212.7961595274;96.66
bl15_t;cgl;44;1355;34212.7961595274;97.17
bl15_t;cgl;45;1357;34212.7961595274;97.66
bl15_t;cgl;46;1359;34212.7961595274;98.14
bl15_t;cgl;47;1361;34212.7961595274;98.64
bl15_t;cgl;48;1363;34212.7961595274;99.16
bl15_t;cgl;49;1365;34212.7961595274;99.67
bl15_t;cgl;50;1367;34212.7961595274;100.17
bl15_t;cgl;51;1367;34212.7961595274;100.17
