layer2;cgl;0;0;-22580999.9998294786;0.03;0;0;0.00
layer2;cgl;1;3;-22465499.9997999184;223.82;0;0;223.37
layer2;cgl;2;6;-22425899.9997870587;304.96;0;0;304.01
layer2;cgl;3;9;-22425899.9997870587;308.15;0;0;306.78
layer2;cgl;4;12;-22425899.9997870736;311.50;0;0;309.77
layer2;cgl;5;15;-22425899.9997738488;315.51;0;0;313.38
layer2;cgl;6;18;-22425174.1341950782;329.26;0;0;326.67
layer2;cgl;7;21;-22424421.1616030298;339.83;0;0;336.99
layer2;cgl;8;24;-22424421.1616030224;351.93;0;0;348.62
layer2;cgl;9;27;-22424421.1616030298;424.41;0;0;420.65
layer2;cgl;10;30;-22424200.8341037817;464.16;0;0;460.02
layer2;cgl;11;33;-22423903.3611222021;468.76;0;0;464.25
layer2;cgl;12;36;-22423903.3611208834;487.16;0;0;482.13
layer2;cgl;13;39;-22423479.6262561530;643.80;0;0;638.31
layer2;cgl;14;42;-22423237.4597443752;657.95;0;0;652.07
layer2;cgl;15;45;-22423126.4589044861;757.63;0;0;751.27
layer2;cgl;16;48;-22363199.9997666627;1104.17;0;0;1097.31
layer2;cgl;17;51;-22363199.9997666664;1144.07;0;0;1136.61
layer2;cgl;18;54;-22363199.9997647926;1221.39;0;0;1213.35
layer2;cgl;19;57;-22363099.3152876683;1233.32;0;0;1224.80
layer2;cgl;20;60;-22362533.8595281690;1404.89;0;0;1395.77
layer2;cgl;21;63;-22355057.1426428556;1436.38;0;0;1426.64
layer2;cgl;22;66;-22355057.1426428556;1445.88;0;0;1435.70
layer2;cgl;23;69;-22354938.0864242017;1541.03;0;0;1530.33
layer2;cgl;24;72;-22353164.7885225341;1635.40;0;0;1624.12
layer2;cgl;25;75;-22351762.2791100554;1647.01;0;0;1635.14
layer2;cgl;26;78;-22349631.9344365485;1933.34;0;0;1920.84
layer2;cgl;27;81;-22345143.3662188202;2367.21;0;0;2354.09
layer2;cgl;28;84;-22344695.5498884544;2554.88;0;0;2541.03
layer2;cgl;29;87;-22342591.7056395486;2922.07;0;0;2907.65
layer2;cgl;30;90;-22296542.8569772057;3250.78;0;0;3235.74
layer2;cgl;31;93;-22296542.8569772094;3331.83;0;0;3316.20
layer2;cgl;32;96;-22296542.8569577374;3400.26;0;0;3384.07
layer2;cgl;33;99;-22254199.9998343512;3459.14;0;0;3442.33
layer2;cgl;34;102;-22254199.9998325892;3493.65;0;0;3476.13
layer2;cgl;35;105;-22251661.7416918240;3556.23;0;0;3537.86
layer2;cgl;36;108;-22251570.7569801509;3567.54;0;0;3548.56
layer2;cgl;37;111;-22251543.4438616782;3608.52;0;0;3588.85
layer2;cgl;38;114;-22251515.5655928850;3682.73;0;0;3662.45
layer2;cgl;39;117;-22251471.7831756026;3785.68;0;0;3764.60
layer2;cgl;40;120;-22251471.7831756100;4172.89;0;0;4151.07
layer2;cgl;41;123;-22250919.1363980770;4280.22;0;0;4257.60
layer2;cgl;42;126;-22234269.0448600985;4460.92;0;0;4437.59
layer2;cgl;43;129;-22234238.3927039653;4526.05;0;0;4502.10
layer2;cgl;44;132;-22234045.9305658042;4634.66;0;0;4609.94
layer2;cgl;45;135;-22234045.9305658042;4732.78;0;0;4707.28
layer2;cgl;46;138;-22232497.4586675055;4821.67;0;0;4795.39
layer2;cgl;47;141;-22232497.4586675055;4994.76;0;0;4967.61
layer2;cgl;48;144;-22229721.3345730081;5389.96;0;0;5362.09
layer2;cgl;49;147;-22228060.2055099607;5703.48;0;0;5674.94
layer2;cgl;50;150;-22214356.0429418646;6187.47;0;0;6158.12
layer2;cgl;51;150;-22214356.0429418646;6187.47;0;0;6158.12
