fhnw-binschedule2;cgl;0;0;1706.8862544363;22.01;0;0;0.00
fhnw-binschedule2;cgl;1;621;1706.8862544363;37.22;0;0;8.73
fhnw-binschedule2;cgl;2;882;1706.8862544363;45.77;0;0;11.65
fhnw-binschedule2;cgl;3;1133;1706.8862544363;57.45;0;0;16.83
fhnw-binschedule2;cgl;4;1378;1706.8862544363;73.99;0;0;25.67
fhnw-binschedule2;cgl;5;1604;1706.8862544363;87.79;0;0;32.04
fhnw-binschedule2;cgl;6;1830;1706.8862544363;104.27;0;0;40.28
fhnw-binschedule2;cgl;7;2044;1706.8862544363;123.05;0;0;49.97
fhnw-binschedule2;cgl;8;2278;1707.3142853884;153.01;0;0;64.95
fhnw-binschedule2;cgl;9;2535;1711.6336248273;193.21;0;0;89.54
fhnw-binschedule2;cgl;10;2770;1722.4396747831;233.53;0;0;114.95
fhnw-binschedule2;cgl;11;3081;1729.1220036002;269.35;0;0;137.21
fhnw-binschedule2;cgl;12;3306;1731.9663328605;292.85;0;0;148.16
fhnw-binschedule2;cgl;13;3535;1732.2214825941;319.75;0;0;164.61
fhnw-binschedule2;cgl;14;3730;1734.2378522838;340.25;0;0;174.64
fhnw-binschedule2;cgl;15;3913;1735.3571428571;362.72;0;0;186.64
fhnw-binschedule2;cgl;16;4115;1736.5909556066;419.82;0;0;206.35
fhnw-binschedule2;cgl;17;4356;1737.7719494048;460.31;0;0;233.08
fhnw-binschedule2;cgl;18;4556;1738.3297619048;492.89;0;0;253.01
fhnw-binschedule2;cgl;19;4784;1738.8547619048;541.32;0;0;287.85
fhnw-binschedule2;cgl;20;4972;1739.7344246032;577.81;0;0;306.44
fhnw-binschedule2;cgl;21;5187;1741.4226190476;624.85;0;0;333.59
fhnw-binschedule2;cgl;22;5379;1741.8392857143;655.60;0;0;350.36
fhnw-binschedule2;cgl;23;5570;1742.2261904762;687.29;0;0;368.57
fhnw-binschedule2;cgl;24;5784;1742.2261904762;732.27;0;0;397.34
fhnw-binschedule2;cgl;25;6014;1742.6130952381;787.51;0;0;432.58
fhnw-binschedule2;cgl;26;6224;1742.6130952381;820.20;0;0;447.52
fhnw-binschedule2;cgl;27;6435;1742.6130952381;869.07;0;0;476.41
fhnw-binschedule2;cgl;28;6637;1743.0000000000;926.89;0;0;514.83
fhnw-binschedule2;cgl;29;6843;1743.0000000000;982.61;0;0;545.58
fhnw-binschedule2;cgl;30;7089;1746.0653555965;1095.05;0;0;602.65
fhnw-binschedule2;cgl;31;7366;1753.3298836128;1217.43;0;0;663.92
fhnw-binschedule2;cgl;32;7696;1764.5188460927;1352.58;0;0;745.55
fhnw-binschedule2;cgl;33;8122;1788.8197879775;1525.54;0;0;866.47
fhnw-binschedule2;cgl;34;8619;1815.5061694094;1706.47;0;0;987.10
fhnw-binschedule2;cgl;35;9116;1846.6130798394;1917.54;0;0;1143.48
fhnw-binschedule2;cgl;36;9654;1872.2303900956;2091.86;0;0;1262.40
fhnw-binschedule2;cgl;37;10147;1894.8696478981;2272.51;0;0;1384.86
fhnw-binschedule2;cgl;38;10647;1914.3064753544;2441.04;0;0;1480.12
fhnw-binschedule2;cgl;39;11087;1928.7818955945;2607.97;0;0;1586.27
fhnw-binschedule2;cgl;40;11534;1940.7021220389;2787.13;0;0;1701.86
fhnw-binschedule2;cgl;41;11947;1952.2077014480;2937.82;0;0;1789.23
fhnw-binschedule2;cgl;42;12359;1962.9948521358;3073.12;0;0;1860.53
fhnw-binschedule2;cgl;43;12795;1971.9101060883;3242.35;0;0;1958.55
fhnw-binschedule2;cgl;44;13210;1980.9587086680;3419.51;0;0;2056.19
fhnw-binschedule2;cgl;45;13620;1988.3436091806;3573.02;0;0;2140.61
fhnw-binschedule2;cgl;46;14026;1995.7711285073;3708.57;0;0;2206.00
fhnw-binschedule2;cgl;47;14446;2003.5363154876;3864.78;0;0;2275.16
fhnw-binschedule2;cgl;48;14841;2011.1430464030;4061.56;0;0;2358.90
fhnw-binschedule2;cgl;49;15243;2017.8232074499;4248.36;0;0;2434.74
fhnw-binschedule2;cgl;50;15612;2024.3938164293;4433.89;0;0;2514.58
fhnw-binschedule2;cgl;51;15612;2024.3938164293;4433.89;0;0;2514.58
