layer3;cgl;0;0;-3724539998.6027841568;0.22;0;0;0.00
layer3;cgl;1;5;-3709825565.6182956696;23.64;0;0;21.96
layer3;cgl;2;10;-3709796699.3336291313;50.92;0;0;47.93
layer3;cgl;3;15;-3709796699.3336253166;290.61;0;0;286.56
layer3;cgl;4;20;-3709796699.3336348534;335.92;0;0;330.63
layer3;cgl;5;25;-3709796699.3336229324;383.13;0;0;376.66
layer3;cgl;6;30;-3709796699.3336224556;428.30;0;0;420.64
layer3;cgl;7;35;-3709796699.3336305618;502.38;0;0;493.50
layer3;cgl;8;40;-3709796699.3336224556;530.60;0;0;520.57
layer3;cgl;9;45;-3709796699.3336396217;632.38;0;0;621.16
layer3;cgl;10;50;-3709796699.3336338997;679.25;0;0;666.85
layer3;cgl;11;55;-3709796699.3336310387;711.25;0;0;697.70
layer3;cgl;12;60;-3709796699.3336191177;858.41;0;0;843.76
layer3;cgl;13;65;-3709796699.3336353302;884.19;0;0;868.27
layer3;cgl;14;70;-3709796699.3336348534;919.29;0;0;902.07
layer3;cgl;15;75;-3709796699.3336358070;1062.77;0;0;1044.38
layer3;cgl;16;80;-3709796699.3336310387;1324.69;0;0;1305.07
layer3;cgl;17;85;-3709796699.3336200714;1441.66;0;0;1420.75
layer3;cgl;18;90;-3709796699.3336200714;1483.78;0;0;1461.63
layer3;cgl;19;95;-3709796699.3336329460;1515.38;0;0;1491.84
layer3;cgl;20;100;-3709796699.3336334229;1590.41;0;0;1565.56
layer3;cgl;21;105;-3709796699.3336348534;1629.02;0;0;1602.84
layer3;cgl;22;110;-3709796699.3336200714;1671.30;0;0;1643.81
layer3;cgl;23;115;-3709796699.3336215019;1733.40;0;0;1704.52
layer3;cgl;24;120;-3709796699.3336191177;1792.99;0;0;1762.75
layer3;cgl;25;125;-3709796699.3336181641;1817.62;0;0;1785.97
layer3;cgl;26;130;-3709796699.3336167336;1859.05;0;0;1825.97
layer3;cgl;27;135;-3709796699.3336219788;1880.08;0;0;1845.51
layer3;cgl;28;140;-3709796699.3336195946;1908.77;0;0;1872.75
layer3;cgl;29;145;-3709796699.3336210251;2064.62;0;0;2027.10
layer3;cgl;30;150;-3709796699.3336315155;2243.08;0;0;2204.27
layer3;cgl;31;155;-3709796699.3336286545;2434.47;0;0;2394.37
layer3;cgl;32;160;-3709796699.3336257935;2600.97;0;0;2559.21
layer3;cgl;33;165;-3709796699.3336348534;2790.12;0;0;2747.00
layer3;cgl;34;170;-3709796699.3336343765;3082.76;0;0;3038.12
layer3;cgl;35;175;-3709796699.3336272240;3273.90;0;0;3227.74
layer3;cgl;36;180;-3709796699.3336272240;3517.88;0;0;3470.34
layer3;cgl;37;185;-3709794772.6816015244;3847.40;0;0;3798.30
layer3;cgl;38;190;-3709774281.1225619316;4400.37;0;0;4349.48
layer3;cgl;39;195;-3709729831.2181944847;4791.46;0;0;4738.83
layer3;cgl;40;200;-3709729831.2181959152;5024.31;0;0;4969.40
layer3;cgl;41;205;-3709729831.2182006836;5495.19;0;0;5438.58
layer3;cgl;42;210;-3709729831.2182068825;5795.97;0;0;5737.84
layer3;cgl;43;215;-3709729831.2181949615;6111.12;0;0;6051.33
layer3;cgl;44;220;-3709729831.2182092667;6525.50;0;0;6463.95
layer3;cgl;45;225;-3709729831.2182087898;7209.38;0;0;7146.20
layer3;cgl;46;230;-3709729831.2182021141;7708.78;0;0;7643.89
layer3;cgl;47;235;-3709729831.2182025909;8055.50;0;0;7988.95
layer3;cgl;48;240;-3709729831.2181968689;8615.45;0;0;8547.17
layer3;cgl;49;245;-3709729831.2182073593;9120.43;0;0;9050.16
layer3;cgl;50;250;-3709729831.2182016373;9789.04;0;0;9717.04
layer3;cgl;51;250;-3709729831.2182016373;9789.04;0;0;9717.04
