f2gap401600;cgl;0;0;82274.2374341957;0.13;0;0;0.00
f2gap401600;cgl;1;34;82275.5502994736;727.25;0;0;726.00
f2gap401600;cgl;2;62;82276.1372595025;1285.91;0;0;1283.19
f2gap401600;cgl;3;86;82276.5111795218;2481.40;0;0;2476.83
f2gap401600;cgl;4;115;82276.7645969378;3043.60;0;0;3037.15
f2gap401600;cgl;5;140;82277.0224267195;3791.74;0;0;3783.23
f2gap401600;cgl;6;166;82277.2714712369;4647.32;0;0;4636.93
f2gap401600;cgl;7;193;82277.5914148048;4861.00;0;0;4847.63
f2gap401600;cgl;8;217;82277.9213555148;5140.79;0;0;5123.53
f2gap401600;cgl;9;247;82278.2262355319;5805.48;0;0;5785.07
f2gap401600;cgl;10;275;82278.5034576274;6708.95;0;0;6686.10
f2gap401600;cgl;11;300;82278.8643147467;7173.08;0;0;7146.88
f2gap401600;cgl;12;327;82279.2867489393;7756.49;0;0;7727.12
f2gap401600;cgl;13;360;82279.9775534020;8251.39;0;0;8218.81
f2gap401600;cgl;14;389;82280.9459666588;9415.66;0;0;9379.40
f2gap401600;cgl;15;421;82282.5468495611;10363.52;0;0;10323.99
