trdtatl9220;cgl;0;0;2647911.9700939008;3.79;0;0
trdtatl9220;cgl;1;385;2648287.1940643173;6.04;0;0
trdtatl9220;cgl;2;1139;2648795.9812509362;9.49;283;0
trdtatl9220;cgl;3;1945;2648994.5704641752;13.12;2253;0
trdtatl9220;cgl;4;2467;2649027.9218100347;15.99;7247;0
trdtatl9220;cgl;5;2759;2649042.2740892363;18.18;12453;0
trdtatl9220;cgl;6;2870;2649045.5655173655;19.94;14019;0
trdtatl9220;cgl;7;2921;2649046.4733899371;21.54;16229;0
trdtatl9220;cgl;8;2990;2649049.0400481867;23.20;16853;0
trdtatl9220;cgl;9;3059;2649061.2466262267;25.16;17642;0
trdtatl9220;cgl;10;3096;2649061.6881888672;26.78;18368;0
trdtatl9220;cgl;11;3115;2649061.8202130096;28.23;18816;0
trdtatl9220;cgl;12;3122;2649062.9307571873;29.79;18880;0
trdtatl9220;cgl;13;3132;2649064.9641276980;31.37;18952;0
trdtatl9220;cgl;14;3136;2649064.9712068131;32.69;18952;0
trdtatl9220;cgl;15;3136;2649064.9712068131;33.94;18952,0
