mkc;cgl;0;0;-611.8500000000;1.96
mkc;cgl;1;26;-611.8500000000;2.01
mkc;cgl;2;59;-611.8500000000;2.09
mkc;cgl;3;89;-611.4789727127;2.17
mkc;cgl;4;121;-611.4789727127;2.26
mkc;cgl;5;153;-611.4779476454;2.37
mkc;cgl;6;190;-611.2914241472;2.49
mkc;cgl;7;227;-611.1961354467;2.62
mkc;cgl;8;266;-611.1876476730;2.77
mkc;cgl;9;304;-611.1477784012;2.94
mkc;cgl;10;350;-610.8206924236;3.15
mkc;cgl;11;393;-610.8185800838;3.42
mkc;cgl;12;441;-610.0755849780;3.66
mkc;cgl;13;477;-609.8119121661;3.95
mkc;cgl;14;511;-609.7761461381;4.23
mkc;cgl;15;557;-609.7471526234;4.52
mkc;cgl;16;599;-609.7391175485;4.88
mkc;cgl;17;640;-608.7494774178;5.22
mkc;cgl;18;684;-608.7494774178;5.56
mkc;cgl;19;726;-608.7401807078;5.90
mkc;cgl;20;772;-608.1051807078;6.38
mkc;cgl;21;810;-607.9929230516;6.83
mkc;cgl;22;845;-607.2480038734;7.34
mkc;cgl;23;883;-607.0710639621;8.14
mkc;cgl;24;920;-607.0676421208;8.62
mkc;cgl;25;962;-607.0419729275;9.16
mkc;cgl;26;1011;-607.0332531002;9.69
mkc;cgl;27;1058;-607.0332531002;10.26
mkc;cgl;28;1103;-606.9322084568;10.92
mkc;cgl;29;1150;-606.9322084568;11.59
mkc;cgl;30;1188;-606.8553415623;12.41
mkc;cgl;31;1225;-606.8553415623;13.00
mkc;cgl;32;1258;-606.8553415623;13.63
mkc;cgl;33;1291;-606.8553415623;14.28
mkc;cgl;34;1330;-606.8264909711;14.90
mkc;cgl;35;1374;-606.7514249858;15.85
mkc;cgl;36;1423;-606.7514249858;16.55
mkc;cgl;37;1470;-606.7434159195;17.34
mkc;cgl;38;1522;-606.7216812546;18.23
mkc;cgl;39;1557;-606.6840842877;19.30
mkc;cgl;40;1608;-606.6597704050;20.52
mkc;cgl;41;1650;-606.6597704050;21.62
mkc;cgl;42;1690;-606.6292827948;23.16
mkc;cgl;43;1726;-606.6292827948;24.25
mkc;cgl;44;1766;-606.6003978780;25.76
mkc;cgl;45;1808;-606.4125974571;27.65
mkc;cgl;46;1836;-606.4125974571;29.33
mkc;cgl;47;1870;-606.3763227661;31.43
mkc;cgl;48;1902;-606.3675975169;32.61
mkc;cgl;49;1937;-606.3641563696;33.78
mkc;cgl;50;1978;-606.3598496114;35.57
mkc;cgl;51;1978;-606.3598496114;35.57
