d801600;cgl;0;0;97034.000000;27.18
(null);cgl;1;25;97034.000000;31.63
(null);cgl;2;41;97034.000000;36.22
(null);cgl;3;54;97034.000000;40.95
(null);cgl;4;66;97034.000000;45.47
(null);cgl;5;77;97034.000000;50.29
(null);cgl;6;93;97034.000000;54.85
(null);cgl;7;102;97034.000000;59.52
(null);cgl;8;112;97034.000000;64.13
(null);cgl;9;124;97034.000000;68.81
(null);cgl;10;140;97034.000000;73.54
(null);cgl;11;146;97034.000000;78.15
(null);cgl;12;168;97034.000000;82.95
(null);cgl;13;180;97034.000000;87.77
(null);cgl;14;190;97034.000000;92.53
(null);cgl;15;206;97034.000000;97.59
(null);cgl;16;219;97034.000000;102.51
(null);cgl;17;246;97034.000000;107.53
(null);cgl;18;262;97034.000000;112.48
(null);cgl;19;281;97034.000000;117.51
(null);cgl;20;293;97034.000000;122.56
(null);cgl;21;298;97034.000000;127.77
(null);cgl;22;310;97034.000000;133.02
(null);cgl;23;313;97034.000000;138.26
(null);cgl;24;322;97034.000000;143.07
(null);cgl;25;330;97034.000000;147.97
(null);cgl;26;347;97034.000000;152.79
(null);cgl;27;354;97034.000000;157.81
(null);cgl;28;367;97034.000000;162.82
(null);cgl;29;371;97034.000000;167.98
(null);cgl;30;378;97034.000000;173.56
(null);cgl;31;389;97034.000000;178.88
(null);cgl;32;396;97034.000000;184.30
(null);cgl;33;406;97034.000000;189.43
(null);cgl;34;414;97034.000000;194.55
(null);cgl;35;422;97034.000000;199.56
(null);cgl;36;435;97034.000000;204.40
(null);cgl;37;443;97034.000000;209.41
(null);cgl;38;452;97034.000000;214.18
(null);cgl;39;464;97034.000000;218.76
(null);cgl;40;468;97034.000000;223.42
(null);cgl;41;478;97034.000000;228.20
(null);cgl;42;483;97034.000000;232.83
(null);cgl;43;492;97034.000000;237.62
(null);cgl;44;498;97034.000000;242.52
(null);cgl;45;501;97034.000000;247.21
(null);cgl;46;508;97034.000000;251.78
(null);cgl;47;517;97034.000000;256.36
(null);cgl;48;524;97034.000000;260.92
(null);cgl;49;535;97034.000000;265.51
(null);cgl;50;545;97034.000000;270.45
(null);cgl;51;545;97034.000000;270.45
