Stopped on time - objective value -704714.00000000
      0 x(0,0)                    1                    -508
      2 x(0,261)                  1                    -137
      5 x(1,1)                    1                   -1692
      6 x(1,74)                   1                    -227
      7 x(1,171)                  1                     -82
      9 x(1,466)                  1                    -842
     10 x(1,542)                  1                    -363
     13 x(2,2)                    1                    -887
     16 x(2,473)                  1                    -939
     19 x(2,586)                  1                    -252
     20 x(2,628)                  1                   -1703
     24 x(2,699)                  1                    -288
     26 x(2,779)                  1                    -385
     27 x(2,828)                  1                    -612
     39 x(4,4)                    1                    -657
     40 x(4,66)                   1                   -1282
     41 x(4,94)                   1                    -338
     42 x(4,245)                  1                    -407
     44 x(4,409)                  1                    -398
     45 x(4,481)                  1                    -414
     47 x(4,582)                  1                    -400
     51 x(4,848)                  1                    -677
     72 x(8,8)                    1                   -1073
     73 x(8,69)                   1                    -241
     74 x(8,221)                  1                    -322
     76 x(8,448)                  1                    -409
     78 x(8,672)                  1                    -333
     79 x(8,824)                  1                    -161
     80 x(9,9)                    1                    -722
     81 x(9,28)                   1                    -534
     82 x(9,70)                   1                    -239
     83 x(9,247)                  1                    -288
     84 x(9,249)                  1                    -485
     85 x(9,567)                  1                   -1449
     86 x(10,10)                  1                   -1765
     87 x(10,385)                 1                    -423
     89 x(10,693)                 1                    -364
    125 x(15,15)                  1                     -93
    129 x(15,125)                 1                   -1757
    133 x(15,280)                 1                    -186
    158 x(17,17)                  1                   -2271
    159 x(17,56)                  1                    -349
    161 x(17,406)                 1                   -1450
    162 x(17,657)                 1                    -638
    210 x(22,22)                  1                    -865
    213 x(22,132)                 1                    -365
    219 x(22,433)                 1                    -237
    222 x(22,619)                 1                    -388
    223 x(22,642)                 1                    -432
    226 x(22,773)                 1                    -542
    227 x(22,776)                 1                    -365
    292 x(29,29)                  1                    -945
    294 x(29,79)                  1                    -481
    295 x(29,440)                 1                    -423
    298 x(29,683)                 1                    -153
    299 x(29,765)                 1                    -474
    300 x(29,787)                 1                    -128
    371 x(37,37)                  1                   -2750
    372 x(37,162)                 1                    -208
    436 x(45,45)                  1                   -2576
    441 x(45,399)                 1                    -223
    442 x(45,425)                 1                   -2885
    448 x(46,46)                  1                    -943
    450 x(46,155)                 1                   -1340
    452 x(46,248)                 1                    -338
    456 x(46,551)                 1                   -1405
    457 x(46,785)                 1                    -479
    505 x(51,51)                  1                    -993
    506 x(51,298)                 1                    -327
    533 x(54,54)                  1                    -569
    535 x(54,305)                 1                    -237
    536 x(54,390)                 1                   -1128
    537 x(54,405)                 1                    -332
    538 x(54,430)                 1                   -3431
    542 x(54,687)                 1                    -272
    543 x(54,789)                 1                   -4088
    616 x(62,16)                  1                    -378
    617 x(62,31)                  1                    -754
    618 x(62,60)                  1                   -4654
    619 x(62,62)                  1                   -1345
    621 x(62,238)                 1                    -225
    623 x(62,332)                 1                    -343
    625 x(62,633)                 1                    -329
    627 x(62,666)                 1                    -313
    688 x(67,67)                  1                    -566
    689 x(67,85)                  1                    -584
    690 x(67,96)                  1                   -2114
    693 x(67,226)                 1                    -334
    696 x(67,401)                 1                    -389
    697 x(67,488)                 1                    -312
    699 x(67,588)                 1                    -341
    720 x(71,71)                  1                    -399
    723 x(71,269)                 1                   -3367
    734 x(71,627)                 1                   -1009
    750 x(73,73)                  1                   -1088
    752 x(73,178)                 1                    -203
    759 x(73,458)                 1                    -883
    761 x(73,471)                 1                    -984
    762 x(73,577)                 1                    -235
    763 x(73,644)                 1                    -618
    765 x(73,682)                 1                    -258
    768 x(73,772)                 1                    -132
    769 x(73,792)                 1                    -187
    793 x(77,77)                  1                   -2626
    794 x(77,181)                 1                    -489
    795 x(77,265)                 1                    -416
    796 x(77,320)                 1                    -291
    797 x(77,420)                 1                    -247
    799 x(77,529)                 1                    -254
    936 x(92,92)                  1                   -1772
    940 x(92,484)                 1                    -749
    941 x(92,559)                 1                    -302
   1025 x(98,98)                  1                    -648
   1026 x(98,412)                 1                    -274
   1047 x(100,100)                1                   -1180
   1158 x(111,111)                1                   -1057
   1159 x(111,118)                1                   -1362
   1176 x(113,83)                 1                    -652
   1177 x(113,113)                1                   -1319
   1180 x(113,217)                1                    -321
   1183 x(113,311)                1                    -309
   1185 x(113,552)                1                   -1278
   1186 x(113,771)                1                    -285
   1187 x(113,810)                1                    -375
   1191 x(114,114)                1                   -1940
   1195 x(114,279)                1                   -1814
   1197 x(114,379)                1                    -561
   1198 x(114,505)                1                    -408
   1202 x(114,809)                1                    -283
   1204 x(115,115)                1                    -923
   1209 x(115,330)                1                    -429
   1213 x(115,530)                1                    -183
   1217 x(115,833)                1                   -3478
   1248 x(119,119)                1                   -1434
   1249 x(119,714)                1                    -332
   1283 x(124,124)                1                    -831
   1284 x(124,333)                1                   -1521
   1285 x(124,477)                1                    -202
   1286 x(124,618)                1                    -247
   1315 x(127,127)                1                    -681
   1317 x(127,173)                1                    -685
   1319 x(127,493)                1                   -1282
   1423 x(136,106)                1                    -153
   1425 x(136,136)                1                   -1015
   1426 x(136,357)                1                    -292
   1427 x(136,386)                1                   -1955
   1445 x(140,82)                 1                   -1061
